filename,embedding,x,y,z,data
001_stadium-district__suburban-greenbelt.png,"-0.23617148399353027,0.06485015153884888,0.38149595260620117,0.004272092133760452,0.35341572761535645,-0.03675512969493866,0.42113280296325684,-0.040619246661663055,0.3837006688117981,0.0999746024608612,0.14350217580795288,-0.15633398294448853,-0.6611205339431763,0.14450792968273163,0.17044800519943237,-0.3017929792404175,0.2237933874130249,0.4618067443370819,-0.05602993443608284,0.19362404942512512,0.6794406175613403,-0.19577519595623016,0.11382920295000076,0.02879054844379425,0.17778801918029785,-0.12706542015075684,-0.21249425411224365,0.42536094784736633,-0.5494177341461182,-0.8153520226478577,-0.630664587020874,0.12426626682281494,0.255146324634552,0.2803114652633667,0.5210236310958862,0.06241203099489212,0.4112390875816345,-0.26156604290008545,-0.48879244923591614,1.5663748979568481,-0.47615569829940796,0.16697704792022705,0.25583311915397644,-0.10548912733793259,-0.2488120198249817,-1.1978468894958496,-0.2777160704135895,0.03976669907569885,0.02302764356136322,-0.2233191728591919,-0.24091562628746033,0.6063692569732666,0.26704317331314087,-0.10554295778274536,-0.4027986526489258,-0.2084168791770935,0.04453389346599579,0.25142979621887207,-0.1959182471036911,0.9989917874336243,0.03166729211807251,0.03167932108044624,0.10078848153352737,0.2515650689601898,-0.37216663360595703,0.2550586462020874,0.3511572480201721,-0.22138404846191406,-0.0027000010013580322,0.08013162761926651,-0.18474480509757996,-0.7201723456382751,0.11692610383033752,-0.14019671082496643,-0.028942901641130447,-0.038381051272153854,0.0022461116313934326,0.1417568027973175,-0.017756693065166473,-0.3530818819999695,0.4469521641731262,0.47486668825149536,-0.19976554811000824,0.20579639077186584,-0.3349209725856781,0.04335443675518036,0.3492259681224823,-0.48437657952308655,0.04568058252334595,0.03894819691777229,0.20956315100193024,-0.42633599042892456,-4.689362525939941,0.9837533235549927,0.1366036981344223,-0.09749528020620346,-0.5971458554267883,0.13276080787181854,-0.6215910911560059,-1.4855163097381592,-0.047928694635629654,0.10764647275209427,0.9277980327606201,-0.3933809995651245,-0.4605114161968231,0.03866541385650635,-2.326366901397705,0.02198965847492218,-0.24361243844032288,0.21138224005699158,-0.11938648670911789,-0.43382760882377625,-0.1821899116039276,0.22243444621562958,-0.033416181802749634,0.3776887357234955,-0.3416183590888977,-0.024670958518981934,0.2721562087535858,-0.19455720484256744,0.4979906380176544,0.19684258103370667,0.047649085521698,-0.12602974474430084,-0.08197380602359772,0.21581441164016724,-0.14728112518787384,-0.18483275175094604,0.45010632276535034,0.383905291557312,0.07594689726829529,0.4108491539955139,0.05743689835071564,0.7616444826126099,0.8288148045539856,-0.18531540036201477,-0.31694549322128296,-0.7957566380500793,-0.66517573595047,0.40166017413139343,0.07835491001605988,-0.0996861681342125,-0.1314925104379654,-0.16473127901554108,-0.12642104923725128,-0.19307976961135864,-0.22484026849269867,0.5063761472702026,0.07414747774600983,-0.44419196248054504,0.050306931138038635,-0.1335931420326233,0.3555998206138611,-0.42795273661613464,-0.1402359902858734,-0.1635124683380127,-0.5038249492645264,0.5035526156425476,-0.0064553022384643555,-0.16878196597099304,0.2925233542919159,0.3604268431663513,-0.08172564208507538,0.05265304446220398,-0.5264438986778259,-0.3597871661186218,0.5975804924964905,0.38592493534088135,-0.11446958035230637,-0.02468644082546234,0.39991462230682373,0.02364465594291687,-0.6277903318405151,-0.3552117943763733,-0.46518832445144653,-0.27897506952285767,-0.12158402800559998,-0.1418876349925995,-0.0121522918343544,-0.06792005896568298,0.0475524365901947,-0.5388386249542236,-0.06379953026771545,-0.18134361505508423,-0.051968008279800415,-0.08047697693109512,0.03179708868265152,0.0141277015209198,-0.09190824627876282,-0.0871293842792511,0.19902125000953674,-0.1758955717086792,0.15399692952632904,-0.0360274463891983,-0.07742427289485931,-0.3956787586212158,0.2620985507965088,-0.31899207830429077,-0.5113159418106079,0.21889525651931763,0.5867354273796082,0.18045678734779358,-0.32174748182296753,-0.3048177659511566,0.25164201855659485,0.28657108545303345,0.08736711740493774,-0.1406511664390564,-0.18715150654315948,0.21475671231746674,-0.4621497690677643,-0.11461914330720901,-0.2790139317512512,-0.14057530462741852,0.11153043806552887,-0.3714328110218048,-0.2803354263305664,-0.20147261023521423,0.0495930016040802,0.08507111668586731,-0.3977981209754944,-0.10793068259954453,-0.07798554748296738,-0.08620786666870117,0.03839316964149475,0.06452232599258423,-0.037202924489974976,-0.3550761044025421,-0.3958094120025635,0.07101588696241379,0.18820179998874664,0.506003737449646,0.570461630821228,-0.12109319865703583,0.27851787209510803,0.6544589400291443,0.030488550662994385,-0.3109283447265625,-0.2885909378528595,0.24021559953689575,-0.47046148777008057,0.05992591381072998,-0.16326963901519775,-0.07938245683908463,-0.11903343349695206,-0.1446586549282074,0.08745523542165756,-0.148798406124115,0.5220892429351807,0.31429317593574524,0.033011242747306824,-0.09809290617704391,0.2549581527709961,0.015457943081855774,0.25345200300216675,-0.06698240339756012,-0.0029706433415412903,0.1869242638349533,0.26823902130126953,0.2010621428489685,0.560543417930603,0.1029447466135025,-0.512906551361084,1.3312153816223145,0.15841878950595856,0.3512975573539734,-0.4634133577346802,0.40130048990249634,0.17720136046409607,-0.057677701115608215,-0.028886064887046814,1.1731022596359253,0.04932384565472603,0.599003791809082,0.6847251653671265,0.3231011927127838,0.06633970141410828,0.17633819580078125,-0.14449520409107208,-0.31908077001571655,0.4327191412448883,0.07967686653137207,0.6535813808441162,0.15731894969940186,-0.35692453384399414,0.28455954790115356,0.799370288848877,0.39903396368026733,-0.01006956398487091,-0.3811693489551544,-0.13979311287403107,0.3686666488647461,-0.24274294078350067,0.16134154796600342,-0.49311280250549316,0.05968531593680382,-0.07657144963741302,-0.18324029445648193,0.3386535048484802,-0.2843744158744812,0.2030545026063919,-0.3295975625514984,-1.4735298156738281,0.05244648456573486,0.34981706738471985,-0.6149652600288391,-0.5155552625656128,0.12222880870103836,0.15810801088809967,0.18014493584632874,-0.267668217420578,-0.5321853756904602,0.7590525150299072,0.34921422600746155,0.020761646330356598,0.020643502473831177,0.21763432025909424,-0.2579698860645294,-0.09792540967464447,-0.8320533633232117,0.07267649471759796,0.09103801846504211,0.022063884884119034,0.3863432705402374,-0.12207859754562378,-0.13228639960289001,-0.06311182677745819,-0.07806405425071716,0.2531857490539551,-0.6240655183792114,-0.1714380532503128,-0.07298460602760315,-0.06449119001626968,0.015757650136947632,-0.38669317960739136,0.05642744153738022,-0.25195005536079407,0.24869804084300995,-0.04113967716693878,0.5068023800849915,-0.5047599673271179,-0.1896052062511444,0.07863129675388336,0.3947042226791382,0.35452982783317566,0.7617121934890747,-0.47372615337371826,-0.3117919862270355,-0.3011835813522339,0.5469561219215393,0.11418668925762177,0.015156462788581848,0.7350456714630127,-0.17597821354866028,-0.21827052533626556,-0.11588308215141296,0.03987931087613106,0.2850668132305145,0.13401275873184204,0.14654244482517242,-0.3305456042289734,-0.2110174000263214,-0.5587499141693115,-0.1851310133934021,-0.9452792406082153,-0.07154339551925659,-0.28868567943573,0.07639859616756439,-0.26406383514404297,-0.05614470690488815,0.1075247973203659,-0.12355202436447144,0.264806866645813,-0.2685782313346863,0.11171234399080276,-0.10364261269569397,0.09612412005662918,0.016530591994524002,-0.5901026725769043,0.17392008006572723,0.175695538520813,-0.23122674226760864,-0.23400361835956573,0.638268232345581,0.18991927802562714,-0.6074687838554382,-0.38411909341812134,0.036790624260902405,-0.2309296429157257,-0.9436464905738831,-0.5531731247901917,0.5599903464317322,0.30353689193725586,-0.446522057056427,0.10719376802444458,-0.06280511617660522,-0.10932930558919907,0.760811448097229,0.1660292148590088,-0.12420754879713058,0.11803364008665085,0.050175853073596954,0.41487181186676025,-0.32378196716308594,-0.029859960079193115,0.3025524616241455,-0.2012007236480713,-0.03680817037820816,0.2168174833059311,-0.6718230247497559,0.14920252561569214,0.17353606224060059,0.06711752712726593,-0.031135380268096924,-0.5271115899085999,-0.2950280010700226,-0.15328064560890198,0.038329124450683594,-0.6855467557907104,-0.05596235394477844,-0.3126596212387085,-0.6105661988258362,0.19006243348121643,-0.4030512273311615,-0.0285806842148304,0.40633001923561096,-0.07237060368061066,-0.15207365155220032,0.1533244550228119,0.27883180975914,0.39605993032455444,-0.17937397956848145,0.2044539898633957,0.11826056241989136,0.0444454662501812,-0.4569581151008606,-0.7254577875137329,-0.272503137588501,0.3041151165962219,0.22462885081768036,-0.11171592772006989,-0.20345094799995422,0.5002421736717224,0.2941647171974182,-0.2103257179260254,-0.3786282241344452,0.057132840156555176,0.3169976472854614,0.055218011140823364,-0.2537820041179657,0.04050265997648239,0.3262426257133484,-0.16891373693943024,0.23825643956661224,-0.08292125165462494,0.47273001074790955,0.34898748993873596,0.09515740722417831,-0.03950125724077225,-0.1996278166770935,-0.6271607875823975,-0.6324795484542847,0.33676230907440186,-0.1421038806438446,0.2551524341106415,0.09312485158443451,0.384235143661499,0.1735922396183014,-0.012344151735305786,-0.08639534562826157,0.6199585199356079,-0.017932623624801636,0.026612162590026855,-0.1452452689409256,-0.22930538654327393,-0.6241908669471741,-0.1417335718870163,-0.6495378613471985,0.1497645229101181,0.05997481942176819,-0.08632638305425644,0.05387887358665466,-0.31499746441841125,-0.045906633138656616,0.5275202989578247,0.03287891298532486,-0.15131378173828125,0.29600152373313904,-0.3847600221633911,0.1313938945531845,-0.07556691765785217,-0.507982611656189,0.04475453495979309,-0.8303595185279846,-0.1289263516664505,-0.3888643980026245,0.14749786257743835,-0.0544399619102478,0.4368882477283478,0.013383474200963974,-0.43122339248657227,0.0711594969034195,0.2568093240261078,0.4386559724807739,0.09423640370368958,-0.3926389515399933,-0.20990481972694397,-0.09682591259479523,0.12322714924812317,0.05376189947128296,-0.3023415207862854,-0.08718074858188629",7.4814153,1.1422344,7.098687,1
002_roundabout-centered-suburb__stadium-district.png,"-0.5157508850097656,0.4254847466945648,0.24568945169448853,0.11513928323984146,0.17754025757312775,-0.13895529508590698,0.5785748958587646,-0.24200288951396942,0.44397538900375366,0.041875146329402924,0.17494279146194458,-0.10575452446937561,-0.0810081735253334,-0.03677980601787567,0.016687124967575073,-0.17425933480262756,0.3331538438796997,0.4935950040817261,-0.18153272569179535,-0.011684790253639221,1.068128228187561,-0.06753887236118317,0.07652294635772705,0.04043995589017868,0.3078215718269348,-0.3295944333076477,0.1957826018333435,0.0018315911293029785,-0.4284364581108093,-0.31041914224624634,-0.288790762424469,0.23632891476154327,0.071442611515522,0.20108425617218018,-0.14703711867332458,0.1784035563468933,0.14403565227985382,-0.08931565284729004,-0.10975070297718048,0.5176953077316284,-0.4677874445915222,-0.008569836616516113,-0.2433917224407196,-0.06591527909040451,-0.050106555223464966,-0.47903478145599365,-0.13898780941963196,-0.06287561357021332,-0.04278072714805603,-0.2550865113735199,-0.2599320709705353,0.2908031940460205,0.17803515493869781,0.044665489345788956,-0.19688978791236877,-0.31817859411239624,0.33466801047325134,0.24697521328926086,0.18207058310508728,0.7220386862754822,0.06544044613838196,-0.20845361053943634,0.005788981914520264,0.35587888956069946,-0.6013019680976868,0.2611333727836609,0.12140360474586487,0.19786596298217773,-0.0661974772810936,-0.4097222685813904,0.1099400743842125,-0.37364262342453003,-0.007749021053314209,-0.1291860044002533,0.051452960819005966,-0.23629972338676453,0.11209489405155182,-0.04263141006231308,0.11964958906173706,-0.3409491777420044,0.3144087493419647,-0.002325311303138733,-0.3281049132347107,0.5455342531204224,-0.0650005042552948,-0.4485020339488983,0.2711479067802429,-0.18091584742069244,0.10412973165512085,0.29861950874328613,0.22280281782150269,-0.2938930094242096,-5.148672103881836,0.5860801339149475,0.15265369415283203,-0.23861941695213318,-0.6922684907913208,0.05478736758232117,-0.23653101921081543,-0.9145148992538452,0.0322902649641037,-0.32016265392303467,0.792474091053009,-0.4064789414405823,-0.14898918569087982,-0.07955529540777206,-2.5668845176696777,0.1285291314125061,0.09630954265594482,0.0631263256072998,-0.11087988317012787,-0.4343770146369934,-0.4751625061035156,0.19272370636463165,-0.08216368407011032,0.1637915074825287,-0.28688931465148926,0.22122424840927124,0.47426772117614746,-0.6002515554428101,0.4858904480934143,0.07566013187170029,0.07100503146648407,-0.228016197681427,-0.020212505012750626,-0.0913672000169754,-0.1273493468761444,0.07798115909099579,0.33930933475494385,-0.19132885336875916,0.3748582601547241,-0.1523507535457611,0.34181874990463257,0.81905198097229,0.708770215511322,0.06259437650442123,-0.2800055146217346,-0.8210470080375671,-0.4522031247615814,0.4077681005001068,0.3010219931602478,0.02409479022026062,-0.09790337830781937,-0.15941904485225677,-0.2643616795539856,-0.24887222051620483,0.44504064321517944,0.5154186487197876,-0.18555060029029846,-0.9288011193275452,-0.03278432786464691,-0.04714128375053406,-0.049103811383247375,-0.11812049895524979,-0.11960072815418243,-0.15707914531230927,-0.358434796333313,0.3463033139705658,0.009990289807319641,0.05090789496898651,0.11933355033397675,0.07914379239082336,0.1496799737215042,-0.22650380432605743,-0.4269731640815735,-0.25991031527519226,0.8759986162185669,0.33980628848075867,0.12425421178340912,0.056590333580970764,0.3714618682861328,-0.20967277884483337,-0.6251768469810486,-0.5308301448822021,-0.3471081256866455,-0.2957422733306885,-0.38574251532554626,0.1297321319580078,-0.09217900782823563,-0.14062927663326263,0.25503671169281006,-0.410319447517395,0.03416240215301514,-0.24158284068107605,-0.07741513848304749,0.04529189690947533,-0.050576984882354736,0.16670683026313782,-0.28291136026382446,-0.1793210506439209,0.3566790223121643,0.04342508316040039,0.2198197990655899,-0.22076843678951263,-0.48134487867355347,-0.4758596122264862,0.24264012277126312,-0.4410859942436218,-0.3631165623664856,0.5258493423461914,0.3121340274810791,-0.008602872490882874,-0.086399145424366,-0.10746470093727112,0.11965455114841461,0.15126590430736542,0.027798928320407867,-0.1627432107925415,0.06009746342897415,0.16798004508018494,-0.5652850270271301,0.046433281153440475,-0.1351584643125534,-0.019016772508621216,0.3902606666088104,-0.48543500900268555,0.021716348826885223,-0.06974495947360992,0.36013364791870117,0.15295471251010895,-0.3174561858177185,0.2284008264541626,-0.16973955929279327,0.07775364071130753,-0.4914669990539551,-0.19182562828063965,-0.25888335704803467,-0.3881732225418091,-0.409164160490036,0.18570101261138916,-0.08076323568820953,0.16667847335338593,0.5301100611686707,-0.16077691316604614,0.45729953050613403,-0.2874702215194702,0.11370542645454407,-0.49968424439430237,-0.20384183526039124,0.052282512187957764,-0.6037536263465881,-0.05995098128914833,-0.029838616028428078,0.12423020601272583,-0.24010108411312103,-0.3728046417236328,-0.4728972613811493,0.10130278021097183,0.6159710884094238,0.40917113423347473,0.14687670767307281,-0.012725632637739182,0.25440630316734314,-0.07674265652894974,0.1316661834716797,-0.04609118402004242,-0.42271292209625244,0.11684537678956985,0.307477742433548,-0.19271129369735718,0.42308303713798523,-0.01951560378074646,-0.5494508743286133,1.674315094947815,0.667673647403717,0.20992708206176758,-0.4372328221797943,0.2958497405052185,0.056927453726530075,-0.06539367884397507,0.0978868156671524,1.108293890953064,0.6171425580978394,0.3510406017303467,0.3839035928249359,-0.06765730679035187,0.08972197771072388,0.45831528306007385,-0.35310572385787964,-0.21453022956848145,0.20607562363147736,0.3137391209602356,0.45550352334976196,0.2785060405731201,-0.16251391172409058,0.3943604528903961,1.7660126686096191,0.20328637957572937,-0.2306745946407318,-0.29555991291999817,0.07319741696119308,0.026563256978988647,0.09733006358146667,0.46289491653442383,-0.2925415635108948,0.392350971698761,-0.05359678342938423,-0.1718195378780365,-0.10842020809650421,0.001642577350139618,0.4713863432407379,-0.45982980728149414,-1.1153295040130615,0.21018770337104797,0.4952032268047333,-0.3770254850387573,-0.2713422477245331,0.24455244839191437,-0.057176120579242706,0.19996172189712524,-0.1290765404701233,-0.14978435635566711,0.8161531686782837,0.26807287335395813,0.0521671324968338,0.1154523640871048,0.2841700315475464,0.00010729022324085236,0.024393536150455475,-0.6698067784309387,0.4470524191856384,0.6163712739944458,0.019719883799552917,0.2329087257385254,0.3104276657104492,-0.49077892303466797,-0.15714268386363983,0.11071836948394775,0.3593069314956665,-0.4766996204853058,-0.40623369812965393,0.15775775909423828,-0.27247828245162964,-0.18533913791179657,0.05303303897380829,0.1430215835571289,-0.10686030983924866,0.14203311502933502,0.05453339219093323,1.0612235069274902,-0.40210920572280884,-0.5783170461654663,0.4646866023540497,0.6963750123977661,0.4434657692909241,0.7109363675117493,-0.7511705160140991,-0.03944455087184906,-0.21956408023834229,0.6191567778587341,-0.5236038565635681,0.06735220551490784,0.8170061111450195,-0.05670580267906189,-0.13967402279376984,-0.4971277713775635,-0.18300652503967285,0.5953984260559082,0.23364488780498505,-0.11873608827590942,-0.7130736112594604,0.06240682676434517,-0.5208302736282349,-0.3297722339630127,-0.8310500383377075,-0.006637878715991974,-0.21189400553703308,-0.4356656074523926,-0.15535786747932434,0.07043927907943726,0.4975563883781433,0.017330139875411987,0.3585401773452759,0.08171755820512772,0.28080129623413086,0.1833304762840271,0.21459424495697021,0.2880646586418152,-0.47375309467315674,0.23707246780395508,0.20469911396503448,0.056320637464523315,0.036850832402706146,0.2291525900363922,0.05023685097694397,-0.20713835954666138,-0.19341835379600525,-0.027230262756347656,-0.3761030435562134,-0.8463364243507385,-1.0616023540496826,0.14990073442459106,0.6713709831237793,-0.31914398074150085,0.4489794969558716,0.06240057945251465,0.055984243750572205,0.10821615904569626,0.0033603906631469727,-0.0168246328830719,0.23819446563720703,0.37733763456344604,0.5373715758323669,0.20946618914604187,-0.22642511129379272,0.03353037312626839,-0.15094627439975739,0.15737323462963104,0.06869590282440186,-0.6153481006622314,-0.3875799775123596,0.2467675507068634,-0.25363725423812866,0.1945084184408188,-0.3697780966758728,-0.4779466986656189,-0.30172815918922424,0.43444257974624634,-0.8416886925697327,0.07071474194526672,0.01679639145731926,-0.24521754682064056,-0.18486420810222626,-0.6063329577445984,-0.10587838292121887,0.11946889013051987,0.34184134006500244,-0.29627615213394165,-0.20681269466876984,0.10901878029108047,0.3987445533275604,0.01675032079219818,-0.28249189257621765,0.2310364544391632,-0.13107308745384216,-0.1337888538837433,-0.19376039505004883,-0.24355363845825195,0.09306395798921585,-0.06536315381526947,-0.3472936153411865,-0.32216471433639526,0.30614015460014343,0.19785399734973907,0.03157739341259003,-0.1205587387084961,0.3282359838485718,0.41728144884109497,0.12132173031568527,-0.3257061243057251,0.15138618648052216,0.5077278017997742,-0.1933923214673996,0.9307651519775391,0.09297025203704834,-0.016820356249809265,0.2615719139575958,-0.001313820481300354,-0.09976246953010559,-0.2571854591369629,-0.37902510166168213,-0.603042721748352,0.0773884654045105,-0.29747867584228516,0.176083505153656,-0.09165136516094208,0.5180028676986694,-0.05622433125972748,-0.17759066820144653,-0.2693993151187897,0.1111857146024704,0.20828691124916077,-0.012940138578414917,-0.023039981722831726,-0.05180957168340683,-0.5164327621459961,-0.12552957236766815,-0.4971127510070801,0.0825786143541336,0.14189030230045319,0.04085405170917511,-0.39569777250289917,0.0034470707178115845,-0.12487565726041794,0.2609178423881531,-0.28376927971839905,-0.2684224247932434,0.3577826917171478,-0.5343383550643921,0.0013065561652183533,-0.2042844146490097,-0.4762744903564453,-0.09090954065322876,-0.5837211012840271,-0.26946139335632324,0.20559723675251007,0.11151123046875,0.3055914640426636,0.31335532665252686,-0.051911622285842896,-0.2852810323238373,0.36607784032821655,0.37573668360710144,0.09365501254796982,-0.4393792152404785,-0.3944529891014099,-0.02589254081249237,0.06077513098716736,0.04253433644771576,0.5792315006256104,-0.4070698320865631,-0.03496778756380081",7.3189244,1.3706353,6.6619782,1
